ULAN,ID_WIKIDATA,ConstituentID,DisplayName,ArtistBio,Nationality,pays,Gender,BeginDate,EndDate,datenaissance,datemort
,,338,Matthew Rackham Barnes,"American, born Scotland.1880–1951",American,United States,Male,1880,1951,,
,,339,Robert Barnes,"American, born 1934",American,United States,Male,1934,,,
500010278,Q1566998,342,Will Barnet,"American, 1911–2012",American,United States,Male,1911,2012,,
500118716,Q522240,343,Tina Barney,"American, born 1945",American,United States,Female,1945,,,
,Q5649087,344,Hannelore Baron,"American, 1926–1987",American,United States,Female,1926,1987,1926-06-08T00:00:00Z,1987-04-27T00:00:00Z
,Q5649087,344,Hannelore Baron,"American, 1926–1987",American,United States,Female,1926,1987,1926-06-08T00:00:00Z,1987-04-28T00:00:00Z
,,345,Martin Barooshian,"American, born 1929",American,United States,Male,1929,,,
,,347,Steve Barraclough,British,British,United Kingdom,Male,0,,,
,,348,Maurice Barraud,"Swiss, 1889–1955",Swiss,Switzerland,Male,1889,1955,,
,,349,Susan Barron,"American, born 1947",American,United States,Female,1947,,,
,,350,Thomas F. Barrow,"American, born 1938",American,United States,Male,1938,,,
,,351,David Francis Barry,"American, 1854–1934",American,United States,Male,1854,1934,,
500053936,Q477373,352,Robert Barry,"American, born 1936",American,United States,Male,1936,,1936-03-09T00:00:00Z,
,,353,Robert Bart,"American, born Canada 1923",American,United States,Male,1923,,,
,,354,Frances Barth,"American, born 1946",American,United States,Female,1946,,,
,,355,Ruodi Barth,"Swiss, 1921–1999",Swiss,Switzerland,Male,1921,1999,,
,,356,"Ralph Bartholomew, Jr.","American, 1907–1985",American,United States,Male,1907,1985,,
500021315,Q6178106,357,Jennifer Bartlett,"American, 1941–2022",American,United States,Female,1941,2022,,
,,358,Robert Bartlett,"British, 1922–1979",British,United Kingdom,Male,1922,1979,,
,,359,Carlo Bartoli,"Italian, born 1931",Italian,Italy,Male,1931,,,
500016350,Q172346,360,Luigi Bartolini,"Italian, 1892–1963",Italian,Italy,Male,1892,1963,,
,Q43127188,361,Joseph Bartscherer,"American, born 1954",American,United States,Male,1954,,1954-08-20T00:00:00Z,2020-08-13T00:00:00Z
500022197,Q328719,362,Gianfranco Baruchello,"Italian, born 1924",Italian,Italy,Male,1924,,,
,,363,Héctor Basaldua,"Argentine, 1895–1976",Argentine,Argentina,Male,1895,1976,,
,,364,Bernard Baschet,"French, 1917–2015",French,France,Male,1917,2015,,
,,365,François Baschet,"French, 1920–2014",French,France,Male,1920,2014,,
500045683,Q164775,366,Georg Baselitz,"German, born 1938",German,Germany,Male,1938,,,
,,368,Mati Basis,"Israeli, born 1933",Israeli,Israel,Male,1933,,,
500003136,Q2601617,369,Leonard Baskin,"American, 1922–2000",American,United States,Male,1922,2000,,
500093239,Q155407,370,Jean-Michel Basquiat,"American, 1960–1988",American,United States,Male,1960,1988,,
,,371,Joel Bass,"American, born 1943",American,United States,Male,1943,,,
500021030,Q536884,372,Saul Bass,"American, 1920–1996",American,United States,Male,1920,1996,,
,,373,Giampiero Bassi,"Italian, born 1926",Italian,Italy,,1926,,,
,,374,Miriam Bat-Yosef,"German, born 1931",German,Germany,Female,1931,,,
500093456,Q207359,375,Georges Bataille,"French, 1897–1962",French,France,Male,1897,1962,,
,,377,Josef Bato,"Hungarian, 1888–1966",Hungarian,Hungary,Male,1888,1966,,
,,378,John Battan,"American, 1943–1976",American,United States,Male,1943,1976,,
,,379,Wall Batterton,"British, born 1932",British,United Kingdom,Male,1932,,,
,,380,Dora M. Batty,"British, 1900–1966",British,United Kingdom,Female,1900,1966,,
,,381,Eugen Batz,"German, 1905–1986; at Bauhaus 1929–31",German,Germany,Male,1905,1986,,
,,382,"Harry W. Batz, Jr.",American,American,United States,Male,0,,,
500003676,Q516924,383,André Bauchant,"French, 1873–1958",French,France,Male,1873,1958,,
,,384,Karl Bauer,"German, 1868–1942",German,Germany,Male,1868,1942,,
,Q72615,385,Rudolph Bauer,"American, born Poland. 1889–1954",American,United States,Male,1889,1954,1889-02-11T00:00:00Z,1954-01-01T00:00:00Z
,Q72615,385,Rudolph Bauer,"American, born Poland. 1889–1954",American,United States,Male,1889,1954,1889-02-11T00:00:00Z,1953-11-28T00:00:00Z
,Q72615,385,Rudolph Bauer,"American, born Poland. 1889–1954",American,United States,Male,1889,1954,1889-02-11T00:00:00Z,1953-11-18T00:00:00Z
,Q72615,385,Rudolph Bauer,"American, born Poland. 1889–1954",American,United States,Male,1889,1954,1889-02-11T00:00:00Z,1953-11-02T00:00:00Z
500021872,Q1426004,386,Mary Bauermeister,"American, born 1934",American,United States,Female,1934,,1934-09-07T00:00:00Z,
,,387,Bauhaus,German,German,Germany,,0,,,
,Q21292948,388,Marilyn Baum,"American, born 1939",American,United States,Female,1939,,1939-01-01T00:00:00Z,1987-01-01T00:00:00Z
,,390,Hans Theo Baumann,"German, born Switzerland 1924",German,Germany,Male,1924,,,
,Q121025,391,Otto Baumberger,"Swiss, 1889–1961",Swiss,Switzerland,Male,1889,1961,,
500022627,Q707911,392,Willi Baumeister,"German, 1889–1955",German,Germany,Male,1889,1955,,
500088417,Q455070,393,Lothar Baumgarten,"German, 1944–2018",German,Germany,Male,1944,2018,1944-10-05T00:00:00Z,2018-12-02T00:00:00Z
500088417,Q455070,393,Lothar Baumgarten,"German, 1944–2018",German,Germany,Male,1944,2018,1944-10-05T00:00:00Z,2018-12-03T00:00:00Z
500027999,Q3305396,395,Edward Bawden,"British, 1903–1989",British,United Kingdom,Male,1903,1989,1903-03-10T00:00:00Z,1989-11-21T00:00:00Z
,,396,Glen Baxter,British,British,United Kingdom,Male,0,,,
500073717,Q522534,397,Iain Baxter&,"Canadian, born England 1936",Canadian,Canada,Male,1936,,,
500003577,Q559668,398,Hippolyte Bayard,"French, 1801–1887",French,France,Male,1801,1887,,
500009369,Q213637,399,Herbert Bayer,"American, born Austria. 1900–1985",American,United States,Male,1900,1985,,
,Q22116835,401,Ed Baynard,"American, born 1940",American,United States,Male,1940,,1940-01-01T00:00:00Z,2016-01-01T00:00:00Z
,,402,Thomas Bayrle,"German, born 1937",German,Germany,Male,1937,,,
,,403,Douglas Baz,"American, born 1943",American,United States,Male,1943,,,
500031929,Q708504,404,Jean Bazaine,"French, 1904–2001",French,France,Male,1904,2001,1904-12-21T00:00:00Z,2001-03-04T00:00:00Z
500075513,Q2941413,405,Castera Bazile,"Haitian, 1923–1966",Haitian,Haiti,Male,1923,1966,,
500023351,Q652548,406,William Baziotes,"American, 1912–1963",American,United States,Male,1912,1963,,
500019899,Q5559916,407,Gifford Beal,"American, 1879–1956",American,United States,Male,1879,1956,,
500010820,Q14828019,408,Jack Beal,"American,1931–2013",American,United States,Male,1931,2013,,
500330273,Q6531814,409,Lester Beall,"American, 1903–1969",American,United States,Male,1903,1969,,
,,411,Mark Beard,"American, born 1956",American,United States,Male,1956,,,
500007871,Q1291679,412,Romare Bearden,"American, 1911–1988",American,United States,Male,1911,1988,1911-09-02T00:00:00Z,1988-03-12T00:00:00Z
500032068,Q272566,413,Aubrey Beardsley,"British, 1872–1898",British,United Kingdom,Male,1872,1898,,
500107573,Q612519,414,Bruce Beasley,"American, born 1939",American,United States,Male,1939,,,
,,415,Beath,"British, 1913–1991",British,United Kingdom,,1913,1991,,
,Q318352,416,Felice Beato,"Italian, 1825–1903",Italian,Italy,Male,1825,1903,,
500001040,Q697096,417,Cecil Beaton,"British, 1904–1980",British,United Kingdom,Male,1904,1980,,
,,418,Leslie Beaton,American,American,United States,Female,0,,,
,,420,André Beaudin,"French, 1895–1975",French,France,Male,1895,1975,,
,,421,Alessandro Becchi,"Italian, born 1946",Italian,Italy,Male,1946,,,
500027822,Q16947617,422,Bernd Becher,"German, 1931–2007",German,Germany,Male,1931,2007,,
,,423,Thelma Becherer,"American, 1916–2008",American,United States,Female,1916,2008,,
500016607,Q328645,424,Robert Bechtle,"American, 1932–2020",American,United States,Male,1932,2020,,
,,425,Gustav K. Beck,"Austrian, 1902–1983",Austrian,Austria,Male,1902,1983,,
,,426,A. Becker,German,German,Germany,,0,,,
,,427,Fred Becker,"American, 1913–2004",American,United States,Male,1913,2004,,
500001551,Q4908082,428,Bill Beckley,"American, born 1946",American,United States,Male,1946,,1946-02-11T00:00:00Z,
500024106,Q164683,429,Max Beckmann,"German, 1884–1950",German,Germany,Male,1884,1950,,
500023245,Q3504712,430,Francis Bedford,"British, 1816–1894",British,United Kingdom,Male,1816,1894,,
,,431,René Beeh,"German, 1886–1922",German,Germany,Male,1886,1922,,
,,432,Jan Bontjes van Beek,"German, 1899–1969",German,Germany,Male,1899,1969,,
,,433,Chris Hendrik Beekman,"Dutch, 1887–1964",Dutch,Netherlands,Male,1887,1964,,
500017622,Q472071,434,Max Beerbohm,"British, 1872–1956",British,United Kingdom,Male,1872,1956,,
,,436,Hedda Beese,"German, born 1944",German,Germany,Female,1944,,,
,,437,"Beggarstaffs (James Pryde, Scottish 1866-1941 & William Nicholson, British 1872-1949)",,British,United Kingdom,,1866,1949,,
500022843,Q76726,438,Peter Behrens,"German, 1868–1940",German,Germany,Male,1868,1940,,
,,439,Edith Behring,"Brazilian, 1916–1996",Brazilian,Brazil,Female,1916,1996,,
,,440,John Behringer,"American, born 1939",American,United States,Male,1939,,,
,,441,J. J. Beljon,"Dutch, 1922–2002",Dutch,Netherlands,Male,1922,2002,,
,,442,Alistair Macready Bell,"Canadian, 1913–1997",Canadian,Canada,Male,1913,1997,,
,,443,Charles M. Bell,"American, 1848–1893",American,United States,Male,1848,1893,,
500005382,Q202621,444,Larry Bell,"American, born 1939",American,United States,Male,1939,,1939-12-06T00:00:00Z,
500008308,Q255294,445,Vanessa Bell,"British, 1879–1961",British,United Kingdom,Female,1879,1961,,
,,446,William H. Bell,"American, 1830–1910",American,United States,Male,1830,1910,,
,,447,Ross Bellah,"American, 1907–2004",American,United States,Male,1907,2004,,
,,448,Joseph Bellanca,"American, 1930–2013",American,United States,Male,1930,2013,,
,,449,John Bellany,"British, 1942–2013",British,United Kingdom,Male,1942,2013,,
500087529,Q215029,450,Rudolf Belling,"German, 1886–1972",German,Germany,Male,1886,1972,,
500014815,Q1360756,451,Mario Bellini,"Italian, born 1935",Italian,Italy,Male,1935,,,
500018770,Q213703,452,Hans Bellmer,"German, 1902–1975",German,Germany,Male,1902,1975,,
500060703,Q712326,453,Ernest J. Bellocq,"American, 1873–1949",American,United States,Male,1873,1949,,
500003261,Q167132,455,George Bellows,"American, 1882–1925",American,United States,Male,1882,1925,,
,,456,Rossella Bellusci,"Italian, born 1947",Italian,Italy,Female,1947,,,
,,457,Giandomenico Belotti,"Italian, born 1922",Italian,Italy,Male,1922,,,
,,458,Christian Belpaire,"Congolese, 1949–2003",Congolese,Congo,Male,1949,2003,,
,,459,Antoli Pawlowitsch Belski,"Russian, 1896–1971",Russian,Russia,Male,1896,1971,,
,,461,David Ben Shaul,Israeli,Israeli,Israel,Male,0,,,
,,462,Ahron Ben-Shmuel,"American, 1903–1984",American,United States,Male,1903,1984,,
,,463,Ben-Zion,"American, born Ukraine. 1897–1987",American,United States,Male,1897,1987,,
,,464,Adolf Benca,"American, born 1959",American,United States,Male,1959,,,
,,465,W. T. Benda,"American, 1873–1948",American,United States,Male,1873,1948,,
,,466,C. Whitney Bender,"American, born 1929",American,United States,,1929,,,
,,467,Niels Sylvester Bendtsen,"Danish, born 1943",Danish,Denmark,Male,1943,,,
,,468,Nair Benedicto,"Brazilian, born 1940",Brazilian,Brazil,Female,1940,,,
500018458,Q9024950,469,Luis Fernando Benedit,"Argentine, 1937–2011",Argentine,Argentina,Male,1937,2011,,
,,470,G. A. Beneker,"American, 1882–1934",American,United States,Male,1882,1934,,
500092195,Q538986,471,Lynda Benglis,"American, born 1941",American,United States,Female,1941,,1941-10-25T00:00:00Z,
500092195,Q538986,471,Lynda Benglis,"American, born 1941",American,United States,Female,1941,,1941-01-01T00:00:00Z,
500015413,Q4912103,472,Billy Al Bengston,"American, 1934-2022",American,United States,Male,1934,2022,,
,,473,Jim Bengston,"American, born 1942",American,United States,Male,1942,,,
,,474,Anthony Benjamin,British,British,United Kingdom,Male,0,,,
,,475,Gordon Bennett,"American, 1933–2012",American,United States,Male,1933,2012,,
500019160,Q5628273,476,Henry Hamilton Bennett,"American, born Canada. 1843–1908",American,United States,Male,1843,1908,,
500066150,Q7968974,478,Ward Bennett,"American, 1917–2003",American,United States,Male,1917,2003,,
,,481,David Bentley,"American, born 1938",American,United States,Male,1938,,,
500043306,Q7029528,482,Nicholas Bentley,"British, 1907–1978",British,United Kingdom,Male,1907,1978,,
500005998,Q471764,483,Thomas Hart Benton,"American, 1889–1975",American,United States,Male,1889,1975,,
,,484,Roloff Beny,"Canadian, 1924–1984",Canadian,Canada,Male,1924,1984,,
,,485,Etienne (Istvan) Béothy,"Hungarian, 1897–1962",Hungarian,Hungary,Male,1897,1962,,
500032124,Q1079125,486,Christian Bérard,"French, 1902–1949",French,France,Male,1902,1949,,
500122205,Q7351596,487,Roberto Berdecio,"Bolivian, 1913–1996",Bolivian,Bolivia,Male,1913,1996,,
,,488,Vera Berdich,"American,1915–2003",American,United States,Female,1915,2003,,
,,489,Ed Bereal,"American, born 1937",American,United States,Male,1937,,,
,,490,Stephen Lynn Berens,"American, born 1952",American,United States,Male,1952,,,
,,491,Berger (?),"British, born 1938",British,United Kingdom,,1938,,,
,,492,Charles Berger,"American, born 1943",American,United States,Male,1943,,,
,,493,Jason Berger,"American, 1924–2010",American,United States,Male,1924,2010,,
,,495,Hagbard Elis Bergh,"Swedish, 1881–1954",Swedish,Sweden,Male,1881,1954,,
,,496,Håkan Bergkvist,"Swedish, born 1946",Swedish,Sweden,Male,1946,,,
,,497,Ella Bergmann-Michel,"German, 1896–1971",German,Germany,Female,1896,1971,,
,,498,Paul Bergtold,"American, born 1942",American,United States,Male,1942,,,
500032191,Q709033,501,Henryk Berlewi,"Polish, 1894–1967",Polish,Poland,Male,1894,1967,,
500028943,Q1373050,502,Eugene Berman,"American, born Russia. 1899–1972",American,United States,Male,1899,1972,,
500084460,Q7941133,503,Mieczyslaw Berman,"Polish, 1903–1975",Polish,Poland,Male,1903,1975,,
,,504,Sarah Berman,"American,1895–1957",American,United States,Female,1895,1957,,
500025293,Q7962743,505,Wallace Berman,"American, 1926–1976",American,United States,Male,1926,1976,1926-02-18T00:00:00Z,1976-02-18T00:00:00Z
500333537,,506,Zeke Berman,"American, born 1951",American,United States,Male,1951,,,
,,507,Cundo Bermúdez,"Cuban, 1914–2008",Cuban,Cuba,Male,1914,2008,,
,,508,José Ygnacio Bermudez,"Cuban, 1922–1988",Cuban,Cuba,Male,1922,1988,,
,,509,Thoni Bern,Swiss,Swiss,Switzerland,,0,,,
,,510,Camille Bernabé,"French, born 1808?",French,France,Male,1808,1900,,
500012925,Q264193,511,Émile Bernard,"French, 1868–1941",French,France,Male,1868,1941,,
,,512,Francis Bernard,"French, 1900–1979",French,France,Male,1900,1979,,
,,513,Valère Bernard,"French, 1860–1936",French,France,Male,1860,1936,,
,,514,Jerry Berndt,"American, 1943–2013",American,United States,Male,1943,2013,,
,Q472989,515,Lucian Bernhard,"American, born Germany. 1883–1972",American,United States,Male,1883,1972,,
500105646,Q2177580,516,Ruth Bernhard,"American, born Germany. 1905–2006",American,United States,Female,1905,2006,,
,,517,Antonio Berni,"Argentine, 1905–1981",Argentine,Argentina,Male,1905,1981,,
500029793,Q1502530,518,Janez Bernik,"Slovenian, 1933 – 2016",Slovenian,Slovenia,Male,1933,2016,,
,,519,Judith Bernstein,"American, born 1942",American,United States,Female,1942,,,
,,520,Richard Bernstein,"American, 1939–2002",American,United States,Male,1939,2002,,
,,521,Jean Berque,"French, 1896–1954",French,France,Male,1896,1954,,
500037927,Q586843,522,Miguel Ortiz Berrocal,"Spanish, 1933–2006",Spanish,Spain,Male,1933,2006,,
,,523,Bertall & Cie.,French,French,France,,0,,,
,,524,M. Berthaud,"French, active c. 1870s-1890s",French,France,Male,0,,,
,,525,Palme Berthold,,,Nationality unknown,,0,,,
,,526,Berthold-Mahn (Charles Désiré),"French, 1893–1975",French,France,Male,1893,1975,,
,Q10359463,527,René Bertholo,"Portuguese, 1935–2005",Portuguese,Portugal,Male,1935,2005,,
500006763,Q2178796,528,Paul Berthon,"French, 1872–1909",French,France,Male,1872,1909,,
500014747,,529,Jake Berthot,"American, 1939–2014",American,United States,Male,1939,2014,,
,Q2696819,530,Gianni Bertini,"Italian, born 1922",Italian,Italy,Male,1922,,1922-08-31T00:00:00Z,2010-07-08T00:00:00Z
500032341,Q2551765,531,Harry Bertoia,"American, born Italy. 1915–1978",American,United States,Male,1915,1978,1915-03-10T00:00:00Z,1978-11-06T00:00:00Z
,,532,Emilio Bertonati,Italian,Italian,Italy,Male,0,,,
500030831,Q424348,533,Albert Besnard,"French, 1849–1934",French,France,Male,1849,1934,,
500099698,Q5470435,534,Forrest Bess,"American, 1911–1977",American,United States,Male,1911,1977,,
,,535,Ruth Bessoudo Courvoisier,"Brazilian, born Germany. 1914–2015",Brazilian,Brazil,Female,1914,2015,,
,,536,Alan Randall Best,"Canadian, born 1958",Canadian,Canada,Male,1958,,,
,,537,William Betsch,American,American,United States,Male,0,,,
,,538,Pierre Betz,"French, 1899–1969",French,France,Male,1899,1969,,
,,539,Wim Beuning,"Dutch, 1914–1986",Dutch,Netherlands,Male,1914,1986,,
500024607,Q153965,540,Joseph Beuys,"German, 1921–1986",German,Germany,Male,1921,1986,,
,,541,Art Bevacqua,Nationality unknown,Nationality unknown,Nationality unknown,Male,0,,,
,,542,Thomas Bewick,"British, 1753–1828",British,United Kingdom,Male,1753,1828,,
,,544,Jyoti Bhatt,"Indian, born 1934",Indian,India,Male,1934,,,
,,545,Domenico Bianchi,"Italian, born 1955",Italian,Italy,Male,1955,,,
,,546,Pamela Bianco,"American, born England. 1906–1994",American,United States,Female,1906,1994,,
,Q3754285,547,Fulvio Bianconi,"Italian, 1915–1996",Italian,Italy,Male,1915,1996,1915-08-28T00:00:00Z,1996-05-14T00:00:00Z
,Q3754285,547,Fulvio Bianconi,"Italian, 1915–1996",Italian,Italy,Male,1915,1996,1915-08-27T00:00:00Z,1996-05-14T00:00:00Z
,,548,Carl Bianga,German,German,Germany,Male,0,,,
500128155,Q3608150,549,Alberto Biasi,"Italian, born 1937",Italian,Italy,Male,1937,,,
,Q43127500,550,Guido Biasi,"Italian, born 1933",Italian,Italy,Male,1933,,1933-01-01T00:00:00Z,1984-01-01T00:00:00Z
500118758,Q4805366,551,Ashley Bickerton,"British, born 1959",British,United Kingdom,Male,1959,,1959-05-26T00:00:00Z,2022-11-30T00:00:00Z
500005782,Q5536970,553,George Biddle,"American, 1885–1973",American,United States,Male,1885,1973,,
500031104,Q15429307,554,Charles Biederman,"American, 1906–2004",American,United States,Male,1906,2004,,
